key,cena,abs_rel,sq_rel,rmse,rmse_log,log10,d1,d2,d3,boundary_precision,boundary_recall,boundary_fscore,boundary_fmax,boundary_fmax_thresh,boundary_precision_at_fmax,boundary_recall_at_fmax,boundary_f_auc
seq0002__left_0053,seq0002,0.07910063862800598,0.04609280079603195,0.5321943759918213,0.09738878905773163,0.03371739014983177,0.9704856872558594,0.9996261596679688,0.9999961853027344,0.796490490436554,0.8413370251655579,0.8182997701686463,0.9628620106864906,0.02,0.963345468044281,0.9623790383338928,0.7678109494352314
seq0002__left_0057,seq0002,0.08015518635511398,0.047235872596502304,0.5423876643180847,0.09671668708324432,0.03452369198203087,0.983673095703125,0.999847412109375,1.0,0.800620973110199,0.8618282079696655,0.8300978416318218,0.971854479824315,0.02,0.9660828709602356,0.9776954650878906,0.7824987801985701
seq0002__left_0061,seq0002,0.0847296416759491,0.05023738741874695,0.5437138676643372,0.1025313138961792,0.036408137530088425,0.9775161743164062,0.9998245239257812,1.0,0.792812705039978,0.8606451749801636,0.8253375395898406,0.9761052009121769,0.02,0.9663234949111938,0.9860869646072388,0.7814296149105197
seq0002__left_0065,seq0002,0.0814414918422699,0.04779217019677162,0.5378098487854004,0.09836262464523315,0.03512055426836014,0.9839668273925781,0.9998283386230469,1.0,0.7909091711044312,0.862377941608429,0.8250988200798096,0.9761363141232627,0.02,0.9668247699737549,0.9856289625167847,0.7833637104404592
seq0002__left_0069,seq0002,0.07894711196422577,0.045667845755815506,0.5296335816383362,0.09593413025140762,0.03399688005447388,0.9836845397949219,0.9998321533203125,1.0,0.7938971519470215,0.8679565787315369,0.8292766603319434,0.9735356145361993,0.02,0.9668194651603699,0.9803457260131836,0.7861061216154547
seq0002__left_0073,seq0002,0.08147038519382477,0.05019780248403549,0.5630016922950745,0.09844616055488586,0.03523319214582443,0.9883956909179688,0.9998092651367188,1.0,0.7869909405708313,0.8753595948219299,0.8288264793728922,0.9771477609893763,0.02,0.9679252505302429,0.9865477085113525,0.7891604571309494
seq0002__left_0077,seq0002,0.08114230632781982,0.049977608025074005,0.5644877552986145,0.09822390228509903,0.035081058740615845,0.9873275756835938,0.9998321533203125,1.0,0.7853687405586243,0.8727529048919678,0.8267582195968742,0.976056534503672,0.02,0.9665919542312622,0.9857082962989807,0.7861277554002387
seq0002__left_0081,seq0002,0.07683740556240082,0.04596177488565445,0.5497022867202759,0.09330408275127411,0.03318829834461212,0.9887542724609375,0.9998397827148438,1.0,0.7913239002227783,0.8717060685157776,0.8295723576274444,0.9780587127003225,0.02,0.9693592190742493,0.9869157671928406,0.7900145379100959
seq0002__left_0085,seq0002,0.08145848661661148,0.049783121794462204,0.5652533769607544,0.09763228893280029,0.035080716013908386,0.9841461181640625,0.9998130798339844,1.0,0.7933304905891418,0.8688995242118835,0.8293972310422996,0.9763025634201187,0.02,0.9683225154876709,0.9844152331352234,0.7896325647474105
seq0002__left_0089,seq0002,0.0862543135881424,0.055617935955524445,0.5862473249435425,0.10489780455827713,0.036592401564121246,0.9618186950683594,0.9993553161621094,0.9999923706054688,0.7950010299682617,0.8465373516082764,0.8199601958607085,0.9729445000714915,0.02,0.9699463248252869,0.9759612679481506,0.7648954340622103
seq0002__left_0093,seq0002,0.11851485073566437,0.1501198410987854,1.0138951539993286,0.16544964909553528,0.04725347086787224,0.8893699645996094,0.9497032165527344,0.9994049072265625,0.7731771469116211,0.7994571924209595,0.786097588809285,0.9563548214624334,0.02,0.9648436307907104,0.9480140805244446,0.6777271179813092
seq0002__left_0097,seq0002,0.10453201830387115,0.11911783367395401,0.9311115741729736,0.14684616029262543,0.04239155724644661,0.902099609375,0.9746437072753906,0.9999732971191406,0.7776640057563782,0.8171296119689941,0.7969084904820449,0.95793385785767,0.02,0.9634547829627991,0.9524758458137512,0.6992766809574383
seq0002__left_0101,seq0002,0.09904389083385468,0.09693629294633865,0.8010762333869934,0.13760511577129364,0.04025142267346382,0.9219932556152344,0.9792251586914062,0.9999847412109375,0.7728782296180725,0.8214353919029236,0.7964173709234013,0.9588384693106923,0.02,0.9651796221733093,0.9525800943374634,0.7128102796897406
seq0002__left_0105,seq0002,0.10012544691562653,0.10282251983880997,0.8375643491744995,0.14009056985378265,0.04064410924911499,0.9178276062011719,0.97772216796875,0.999969482421875,0.7712987065315247,0.8186898231506348,0.7942879962446469,0.9562476133772129,0.02,0.9630018472671509,0.9495874643325806,0.7085730444109196
seq0002__left_0109,seq0002,0.1144803911447525,0.1417187601327896,0.9981725215911865,0.16041387617588043,0.04597948491573334,0.8879356384277344,0.9547309875488281,0.9997711181640625,0.7749893069267273,0.7964549660682678,0.7855755278870941,0.955240500851862,0.02,0.9647654891014099,0.9459017515182495,0.6841391535617586
seq0002__left_0113,seq0002,0.08101771771907806,0.04907722771167755,0.5531967878341675,0.09881312400102615,0.034408047795295715,0.9682846069335938,0.999481201171875,0.9999923706054688,0.7894361615180969,0.8462039232254028,0.816834929937995,0.9685994133112332,0.02,0.9723433256149292,0.9648842215538025,0.766079810008563
seq0002__left_0117,seq0002,0.07322153449058533,0.03979477658867836,0.47811728715896606,0.09309026598930359,0.030993275344371796,0.9643478393554688,0.9994926452636719,1.0,0.7856068015098572,0.8571195006370544,0.8198065721930381,0.9702899935038501,0.02,0.9715457558631897,0.9690374732017517,0.7709955651684405
seq0002__left_0121,seq0002,0.0879444032907486,0.05802016332745552,0.5917006731033325,0.10931168496608734,0.03718603774905205,0.9473953247070312,0.9991722106933594,1.0,0.7720057964324951,0.8737817406654358,0.8197468426575555,0.9837070365003802,0.02,0.9708760380744934,0.9968817234039307,0.7760767451099884
seq0002__left_0125,seq0002,0.07908773422241211,0.0478266105055809,0.5128321051597595,0.1037779301404953,0.03309604153037071,0.9415855407714844,0.9989700317382812,1.0,0.7743604183197021,0.8540597558021545,0.8122597352733232,0.9788692123769412,0.02,0.9713230133056641,0.9865335822105408,0.763919111478345
seq0002__left_0129,seq0002,0.07464563101530075,0.041577063500881195,0.4921315014362335,0.09440162032842636,0.03195944428443909,0.9763107299804688,0.9997062683105469,1.0,0.7698801755905151,0.8581267595291138,0.8116117518340273,0.9878124364127037,0.02,0.9776584506034851,0.99817955493927,0.772182814621428
seq0004__left_0001,seq0004,0.12634806334972382,0.31879445910453796,2.5561792850494385,0.17982369661331177,0.05591820180416107,0.7766816020011902,0.9907486438751221,0.9982895255088806,0.3925400376319885,0.9993919730186462,0.5636789149126215,0.7704085405559511,0.02,0.6265565156936646,1.0,0.5670289455974553
seq0004__left_0005,seq0004,0.14801882207393646,0.4112514555454254,2.7321717739105225,0.2142997831106186,0.06635939329862595,0.7244798541069031,0.9379972219467163,0.9982565641403198,0.3704337477684021,0.9995036721229553,0.5405354811056247,0.7679485995096532,0.02,0.6233088970184326,1.0,0.5372389693337344
seq0004__left_0009,seq0004,0.12728920578956604,0.31384778022766113,2.590656042098999,0.17938794195652008,0.05653798207640648,0.7742027044296265,0.994990885257721,0.9982410073280334,0.38087213039398193,0.9992191791534424,0.5515210984402185,0.7616404447142354,0.02,0.6150398254394531,1.0,0.5649467062541514
seq0004__left_0013,seq0004,0.17656908929347992,0.5329669713973999,2.9403326511383057,0.25230249762535095,0.07978525757789612,0.6650012135505676,0.8945710062980652,0.9936829805374146,0.34284207224845886,0.9992228150367737,0.5105202047840143,0.7575446697190126,0.02,0.6097158193588257,1.0,0.5164985041795943
seq0004__left_0017,seq0004,0.1506887525320053,0.4062042236328125,2.698434352874756,0.21339163184165955,0.0674028992652893,0.7111507058143616,0.9510431289672852,0.9982700943946838,0.33956488966941833,0.9993761777877808,0.5068976817526745,0.7461894799649234,0.02,0.595137357711792,1.0,0.5189174597451536
seq0004__left_0021,seq0004,0.16139881312847137,0.45041343569755554,2.8048291206359863,0.22966471314430237,0.07265361398458481,0.6896853446960449,0.9247549176216125,0.9981544017791748,0.33515024185180664,0.9997206330299377,0.5020060265737799,0.7392648491508896,0.02,0.5863760113716125,1.0,0.5260404981791635
seq0004__left_0025,seq0004,0.1670229434967041,0.4620554745197296,2.81917667388916,0.23343349993228912,0.07518886029720306,0.67313152551651,0.9253700375556946,0.9977279901504517,0.321346253156662,0.9986861348152161,0.48623662635346737,0.7239171261891436,0.02,0.5672963261604309,1.0,0.5325703376514235
seq0004__left_0029,seq0004,0.2208939790725708,0.6958363652229309,3.1522979736328125,1.5909976959228516,0.16881877183914185,0.6087536215782166,0.8453156352043152,0.953869104385376,0.30570143461227417,0.9997124075889587,0.4682247227964113,0.7233451411797579,0.02,0.566594123840332,1.0,0.5314499754879141
seq0004__left_0033,seq0004,0.1137746050953865,0.3060903251171112,2.403362989425659,0.2194495052099228,0.04909002408385277,0.8898213505744934,0.9240837693214417,0.9864315986633301,0.5153149962425232,0.9862620830535889,0.6769358012059516,0.8432738504330711,0.02,0.7298255562782288,0.9984839558601379,0.7405637982520447
seq0004__left_0037,seq0004,0.1394922286272049,0.2673967480659485,2.4653773307800293,0.2152591198682785,0.05246860161423683,0.8478790521621704,0.8619543313980103,0.9953051805496216,0.4995517134666443,0.9318287968635559,0.6504163900113006,0.8900430789456287,0.02,0.8070239424705505,0.99210125207901,0.7249344909867721
seq0004__left_0041,seq0004,0.11496292054653168,0.19963882863521576,2.3393664360046387,0.15993307530879974,0.047221992164850235,0.8029077649116516,0.9933689832687378,0.9961378574371338,0.5317588448524475,0.9400985240936279,0.6792855282947372,0.8977135680249474,0.02,0.8234690427780151,0.9866726398468018,0.7407821195766755
seq0004__left_0045,seq0004,0.1729181706905365,0.28191906213760376,2.1953980922698975,0.22880323231220245,0.06671809405088425,0.7313723564147949,0.936671257019043,0.9949265122413635,0.5644969344139099,0.904204785823822,0.6950639774525682,0.9060762891608478,0.02,0.8520111441612244,0.9674678444862366,0.7725630246439744
seq0004__left_0049,seq0004,0.18040688335895538,0.2787530720233917,2.14162278175354,0.22270765900611877,0.07023985683917999,0.6864965558052063,0.9432555437088013,0.9963380694389343,0.5323120355606079,0.9073187708854675,0.6709730017860424,0.9062659302326593,0.02,0.8591952919960022,0.9587929844856262,0.7505004773198392
